"Respondent","price","ff2","ff3","feat2","feat3"
335,-1.224614068,1.795727823,0.6532318996,1.328442837,1.340927861
336,-0.8521989455,0.1532964593,0.9490236989,-0.118476117,2.211939484
337,-1.295325994,0.03152724799,-1.377807828,1.37606997,1.434055843
338,-1.686792117,-0.4383506584,0.9674795159,2.408226983,2.018809922
339,-1.19940171,1.217261938,0.3305712932,0.7632856975,3.508130662
340,-0.8091733847,2.219733006,-0.7916325932,2.392569856,1.380894724
341,-0.8800534679,1.776120746,0.2714826443,-0.1055671553,2.300666528
342,-0.8485405374,0.5597144227,2.451266206,2.454302079,2.043891751
343,-1.339040512,0.2213287901,-0.8107699516,0.9273539819,3.108884408
344,-0.7393215558,0.2237824489,-0.616563594,1.506938116,3.228087543
345,-0.6855354671,2.194888039,-0.4964128175,-0.1683969339,2.728441898
346,-2.1446094,0.3455463507,1.545546023,1.445096925,1.276412299
347,-0.4724466071,1.242988718,-0.9951480639,-0.03393512228,0.7045911643
348,-1.568075542,-0.08352662994,0.03818530434,2.33670946,2.270618243
349,-1.514017401,0.2920704551,1.520154819,0.5135136374,3.189745375
350,-0.6742423026,0.3784177344,-0.5601322248,1.178012627,2.185330356
351,-1.610773831,-0.8086628935,1.53478426,0.85966207,3.178815689
352,-1.118948586,-0.02115293098,0.4017369923,1.688394053,3.1900905
353,-1.601131425,0.113478772,0.05809826025,2.924433903,2.319876271
354,-1.838557247,-0.2747698206,-0.3792016829,1.328072083,2.394092554
355,-1.428587172,1.19389229,0.9662491618,0.2355599789,2.244621097
356,-0.07520940538,-0.5531839158,1.036826443,1.203419618,0.3251630356
357,-0.4373623885,-0.3386552506,0.7065898542,1.826285081,2.034793816
358,-1.679743675,0.9562307604,2.117625813,1.218960873,-0.189065684
359,-1.750431324,-0.165213288,-0.3395066647,1.953587319,2.596352766
360,-1.672230142,1.521613898,-1.197221386,0.639300051,2.19388783
361,-2.24624462,-0.1240049812,0.2621729794,-0.2886609601,0.9354721075
362,-0.9907840954,0.9117268638,0.6434271011,-0.6417084001,1.196400119
363,-1.628386765,-0.3044912537,1.476296188,0.3516016714,3.880336526
364,-0.9847718827,-0.4261840824,1.170432073,2.223233086,2.226941979
365,-0.7550552633,-0.6246180624,0.5044156391,0.690219606,2.556950492
366,-1.891952059,0.7604118752,-1.0601165,1.323399999,1.631704959
367,-2.176189435,0.263083573,-0.6373174344,0.4823295616,1.44601587
368,-1.596244974,-1.682953018,-0.4697394792,2.140023914,0.523989397
369,-0.7610481844,0.8183913748,0.9307836538,1.518751962,1.815419606
370,-0.5600379957,1.129511309,0.5711794145,0.1493468179,1.581225397
371,-0.6567180018,0.03211962759,2.057045448,3.072851174,0.9129748193
372,-1.75726671,0.7808035514,-0.01105879778,0.3396940364,2.85992478
373,-0.4602821414,-0.08160779649,1.566242942,0.4555442931,1.487393533
374,-1.324212351,-0.7085641345,0.5590764566,2.33332504,1.101459656
375,-0.5690590907,-1.198803052,0.4290913082,0.795190581,2.208550864
376,-1.477092443,1.267361865,0.9985253622,2.178129128,1.409304612
377,-1.84935696,2.117363123,-0.2877928894,2.242993165,1.063527529
378,-0.9863361334,0.8176142333,-0.842150962,1.738499008,2.170943441
379,-0.879451681,-0.6574690268,0.1438397103,0.1867773643,2.343576794
380,-0.6663421287,0.9827768364,1.278392058,1.62164464,2.612955528
381,-1.330516431,0.6476950947,-0.253659576,1.654434084,2.59136398
382,-1.2731087,1.669393517,-0.091283362,1.197843216,2.133804076
383,-0.8282298912,-0.7457793516,1.554172333,1.999898179,1.16424703
384,-1.128469659,-0.09958045003,2.531570089,1.744114605,2.372975681
385,-1.286991213,-0.6791920215,-1.10148838,0.3767107762,2.737876694
386,-1.260641613,-0.269781125,1.498215665,1.050866124,3.313731456
387,-1.806308334,1.730159821,1.136922614,1.903744474,1.107132935
388,-1.322046,-0.9105419279,1.632442615,2.386124586,1.537402716
389,-0.9888879357,0.4489600684,0.2711783525,3.291399953,0.1335191279
390,-1.76328996,0.3762954632,-0.6572548129,0.2705972,1.331991396
391,-1.283538445,-0.2462623841,2.262887691,2.87709331,1.712989305
392,-0.7223428249,-0.1481643674,0.08274712394,1.674572747,0.729970011
393,-1.231549898,-0.2672454079,1.159293178,1.409777079,1.829881849
394,-1.690212179,0.7582823013,-0.7724904241,0.615705545,3.530047802
395,-1.193971774,-0.1323221005,0.9347547602,1.189325923,2.749326236
396,-1.687898197,-0.1430635485,1.887967933,0.1334298258,2.329883415
397,-1.072188201,-0.3275334207,0.1523340896,-0.1319660482,3.022548885
398,-0.9858592442,-0.8403392274,0.9623101733,1.460303245,2.754010881
399,-1.185108268,-1.597709581,-0.4265395848,-0.1362705721,2.001061648
400,-1.595478251,0.7158722444,0.1394644964,2.57014876,2.434810739
401,-0.7836349026,-0.3624825291,1.173947919,1.830826808,1.731041641
402,-1.525634201,-0.6621779108,1.474121398,2.033122757,1.181688742
403,-1.605878466,-0.9931046546,0.6064671001,2.427159648,0.9738253904
404,-1.314478984,-1.01902203,1.122426531,-0.00385206394,2.507995053
405,-0.9176026533,0.3315483116,1.435883283,0.2441226597,2.917406465
406,-1.48610601,2.212185313,-0.6560363918,1.821639891,0.7749780346
407,-1.68500215,-0.4423654529,0.6243385175,1.202439194,1.435933669
408,-1.560755219,1.185509604,-0.4623285863,1.115644248,2.779233767
409,-1.257156938,0.8539199417,1.325447454,1.838208316,0.2857586769
410,-1.128404059,-0.5348583502,0.5044673883,0.185755736,2.75939089
411,-0.7393025218,-1.042604464,1.474842097,2.738885466,0.5609355014
412,-1.986875203,0.05133595499,0.5340740144,-0.09298467947,1.765715108
413,0.03079026142,0.09921013661,0.2682253221,1.62856197,0.8293884357
414,-0.966378067,0.5694515906,1.663906942,1.157527611,0.633511189
415,-0.7164807113,-0.5009730024,0.2926039791,1.08179898,2.119916259
416,-0.4915968234,-0.4409683838,-0.7465893123,1.161305419,3.020291946
417,-1.218409283,0.1060642129,1.228003206,-0.5088800198,2.912105164
418,-1.807457257,-0.3703179458,1.15992262,0.6160345788,3.06967407
419,-1.476279741,-0.3405362668,0.2490991555,1.755608569,-0.3379517349
420,-0.8436415344,-1.074311319,-0.6932050852,0.3915224724,2.750196492
421,-1.168552743,0.3213397405,0.3069915489,2.133851216,1.985797064
422,-1.575792907,-0.3855853433,1.059778365,1.175455567,2.787181883
423,-1.57404068,0.42322207,-0.2706541631,1.054947412,3.030682132
424,-1.768503648,0.01411915711,-0.1628854394,1.825680325,3.092597734
425,-1.316197193,0.8896465784,0.3875342014,2.06912074,2.426224557
426,-1.871904233,0.5673914786,0.1152003736,0.7644114751,2.552760772
427,-1.679115474,-0.5599564009,1.726188171,1.995999049,1.525226736
428,-1.540951686,1.153529161,0.1862898367,1.150095934,1.768064872
429,-1.309325518,0.5075219097,0.7277640929,3.152451582,1.559196341
430,-1.846905993,0.8646902391,-0.09970891653,1.250493241,2.283362458
431,-1.366951829,1.432357274,0.3108670837,0.5568699534,3.929501105
432,-1.625211581,-0.0009768346436,-0.6327926851,2.267606406,2.234891543
433,-1.096910914,-0.5467993088,1.697166913,0.726764077,0.833129861
434,-1.374031417,0.989847463,0.7524352904,3.646639756,1.051936671
435,-1.296492601,1.039283925,0.1496169306,2.298742799,2.868781094
436,-1.384222673,-0.4586818487,0.2257477679,1.690088401,2.075638959
437,-1.350167398,0.5805397978,1.098857757,2.533548527,2.391431649
438,-1.44280034,-0.6323698754,1.653295291,1.33106971,1.638063271
439,-1.393594858,0.5390509047,0.6077972726,2.333374201,1.716881068
440,-0.6991980918,0.4925833069,0.4674611908,0.5481796772,1.868300017
441,-0.9397764112,-1.355269633,1.892307258,1.397477167,1.724345336
442,-1.154600798,0.7158998867,-0.3003074677,1.56063763,1.20297712
443,-1.294263487,-1.291547009,2.157968608,1.480502336,1.754218532
444,-1.433633889,0.2022264841,1.74803471,0.7938720983,2.005256068
445,-1.159909671,0.1438355271,0.9836682503,1.804573485,2.053447629
446,-1.493824468,1.238338434,0.7850863711,1.630954184,0.8268791312
447,-1.312603564,-0.6138399843,1.800825875,1.66752454,2.558028686
448,-0.9988065177,0.9418077076,0.2169649013,1.334086125,2.966204109
449,-1.334961953,0.2905537476,1.770264698,0.9477019662,3.039834898
450,-1.177756932,-0.3678119168,2.525317447,1.210092001,2.546176907
451,-1.405251972,0.8371419144,0.6640608442,3.212203242,0.614600975
452,-1.018516539,0.7784773452,0.4789490229,0.4342982039,2.832870903
453,-2.132240441,-0.2317103473,0.5573531022,1.452056399,1.462984867
454,-0.828028367,-2.058292639,1.164122024,1.373515868,2.180870597
455,-1.729717192,-0.8787700092,1.401623622,2.708863836,1.563215038
456,-1.178657579,0.05691715288,0.577322767,0.7355147917,1.252582309
457,-1.03645074,-1.335317034,2.186842517,-0.7885008945,2.452947656
458,-1.640731178,0.08033659062,1.362740832,1.955345652,1.551843784
459,-1.120270322,1.55674146,1.808309595,0.8627869976,2.244838139
460,-1.415248121,1.853377085,-0.3954508292,0.4833936017,0.2492757315
461,-0.9784396518,0.04180240996,0.835801566,0.2022457304,2.56318792
462,-1.350504901,0.5624478364,0.2073256524,1.298861198,2.764633955
463,-1.906988455,1.587684087,0.7350084839,1.579336275,1.479872646
464,-1.628910821,0.4789743645,0.3508048052,0.1699984508,3.836809205
465,-1.690144483,-1.059557821,1.679152286,2.005445882,1.774877599
466,-0.9207290776,1.004404454,-0.9914258652,1.442982054,1.980814369
467,-1.901866657,-0.4606861967,-0.0393759334,0.4851542398,2.240602191
468,-1.172731856,-0.1525435777,0.1753812434,0.9176836833,2.719564692
469,-1.535584693,-1.438472486,0.6087731581,1.095978748,2.462537466
470,-1.594102259,-0.005365375749,1.468400525,-0.1405949986,1.646100548
471,-1.568661174,0.4860099057,0.3203527869,1.935767375,2.377444325
472,-1.602091147,-0.5692454597,2.316918138,-0.3889205157,1.604975365
473,-1.535569877,-0.6110014498,2.186230508,1.296960301,1.794449745
474,-1.601307051,-0.09094494052,1.032106473,3.369040521,1.880950365
475,-1.926402698,0.8173696558,0.3223025023,0.9755163068,1.046861404
476,-1.07649627,1.262543674,-0.5183732066,0.3818385149,2.491581851
477,-0.6612539317,2.50773531,-0.3834639918,1.308388694,1.792586963
478,-1.333919584,-0.02916121109,2.446305922,3.060690938,2.316700842
479,-1.23404377,1.274372674,-0.3149490748,1.49272096,2.339238072
480,-0.9407526843,-0.08980919244,-0.902046877,-0.003282692665,2.244563931
481,-1.143297527,1.441373079,1.449302927,0.4364305268,1.944309419
482,-1.511319461,-1.700953032,-0.614768757,2.358068542,2.211629814
483,-1.35190624,1.083665388,-0.2766985688,1.035535606,2.867365538
484,-0.7582518654,-0.387022949,0.1492184111,0.7193350551,3.001957678
485,-1.024143028,-1.370329433,-0.03464638734,1.735808355,2.553347069
486,-0.7962794519,-0.8224834162,-0.1960710545,1.254844834,1.575686262
487,-0.7191670872,0.1064692342,0.6351337615,1.776273743,0.4543852605
488,-0.8960090077,-0.3376370388,-0.1889122782,0.4522540548,1.708988165
489,-1.106314752,0.8183317457,-0.294111045,2.193783049,2.04923474
490,-0.9547344241,-0.3184782917,0.1657213913,1.434917881,2.143408939
491,-1.630384802,-0.1799275827,1.324843483,0.9068534956,2.297830641
492,-1.186437764,-0.851627942,0.5431717061,1.066927966,1.630406911
493,-1.227347605,-1.451751225,1.470395813,-0.524513252,2.095252069
494,-1.909357192,0.3957224904,0.170596104,2.252026196,0.1488093474
495,-1.566573263,-1.075644397,0.3723884376,0.2070077451,3.837992963
496,-1.430860924,-0.09543058371,1.844740989,0.3138336486,1.581398996
497,-0.4860335958,1.098694764,-0.5375753173,0.5768306771,-0.3986507697
498,-1.268844706,-0.7927719165,1.813720066,1.130604628,1.854434069
499,-1.514980855,0.1933368528,-0.1654022785,1.326960176,1.956927503
500,-1.579143329,-0.2076364907,0.8144365571,1.201944753,3.710180503
501,-0.78966516,1.560027295,-0.08441725219,2.45393359,1.489494247
502,-1.469097686,0.7980816363,0.7885315734,0.6863394605,2.776522427
503,-1.647244067,1.099927076,0.5245965967,0.5877759318,3.563570139
504,-2.02973138,1.122778592,0.7880511923,2.591097091,0.3990010416
505,-0.9745506732,0.1429099589,1.358180385,1.867717109,-0.3365344852
506,-1.343212439,0.1329666997,-0.4847503514,2.376929716,2.317150966
507,-1.239254791,-0.9954945244,0.4423498159,2.265140422,1.933059575
508,-1.125641306,0.4520509386,1.130892003,0.7811549987,1.799761947
509,-1.943496159,-0.8726404753,1.003689786,2.106290264,0.6959996814
510,-0.3276069259,0.4680124281,1.663413551,1.543051654,1.989123002
511,-0.9701823654,0.7762593991,0.6257611509,1.872185573,0.6575463107
512,-1.497442835,-2.27347192,-0.2472831322,1.451354032,0.7572888672
513,-0.9090021775,0.2205823847,1.862898241,2.635269157,1.710248535
514,-1.104708895,-1.23499075,1.738722164,0.9729491429,2.911312512
515,-1.784544293,0.2886280544,0.8708020036,1.322653675,1.095063172
516,-0.9042443284,0.2040025999,0.3000757955,0.8705759237,2.981133876
517,-0.05746932984,1.246512688,1.038658759,2.553797227,0.7671124468
518,-1.086835083,0.1701963683,-0.3682241732,1.239300809,3.066926752
519,-1.318571924,1.670182911,-0.03656095211,1.412693509,1.589987746
520,-1.499626913,0.9854752718,-0.5430570443,-0.1436620631,2.808624378
521,-0.9157077836,-1.574344972,1.634596987,1.642624266,1.732669892
522,-0.9520025424,0.6488872903,0.7813608799,1.395663715,2.213380859
523,-1.784148747,1.076277157,-0.007370866396,2.129462823,2.796331651
524,-1.812510455,0.3852457752,-1.57689892,1.044148418,1.683128982
525,-1.378154748,0.2528285236,-0.6724718288,1.097695672,2.842111044
526,-1.207576004,-0.4148838802,3.171206085,2.13424574,0.2495008884
527,-0.8996002138,1.933800144,-0.2539745462,1.954808689,2.125226815
528,-1.380838525,0.6108183628,-0.1516427065,3.036526799,0.8378281514
529,-0.6762755511,1.460685597,0.2051779676,1.005600086,1.917772593
530,-0.9457135017,1.023860766,0.6889701576,2.151283897,2.160766814
531,-1.85860017,-0.5157903122,1.853307699,0.1239047701,1.816076281
532,-1.058639696,-0.3079257933,1.780108163,0.6825340346,2.155517479
533,-1.294665969,-1.553935846,3.005303286,0.4483282158,2.010514017
534,-1.394322007,-0.4948774456,2.628054581,1.665836748,1.248696318
535,-1.241719034,-0.07324531466,1.993958544,1.85592107,2.824025382
536,-0.6596049174,-0.20523214,1.67088368,1.606135993,0.165470954
537,-1.777607105,-1.088926036,0.4330925779,1.164779686,1.198547157
538,-1.203017338,0.572173083,-0.2588687964,0.8725504993,2.650645627
539,-1.228654059,0.2686020933,0.1354224935,-0.2044183917,0.8511749423
540,-1.499222497,-1.999262803,0.8523976068,1.789221657,2.241166549
541,-0.9510820863,-0.4988848793,1.064388448,2.518388554,2.82080576
542,-1.422691541,0.5222610434,1.330687378,0.3227815605,1.835544353
543,-1.176689415,0.4975541918,-0.6411914254,1.251065443,1.697211579
544,-0.7022037903,-0.693870115,0.4795097743,-0.07346470612,2.036687697
545,-0.8990539865,-1.693516913,-0.7506680186,1.24833326,1.742162395
546,-0.4331051344,-0.9980946543,1.950857019,2.718691938,0.8431030479
547,-1.474848241,1.675044038,1.369811024,0.8275345389,-0.194906334
548,-1.34512297,1.067858687,0.04750096825,1.262373166,1.338257709
549,-2.093273211,-0.3829950249,1.466928905,1.11537682,0.7365920215
550,-1.004493708,-1.460972079,0.1728209185,3.51296037,0.8097159243
551,-2.030540302,0.1653833106,0.4156123666,1.521120148,1.276156429
552,-1.020942321,1.203772752,0.7239833985,1.945967181,1.255503217
553,-1.887445262,1.022395172,1.212078094,2.251519939,2.137133172
554,-1.490282114,-0.5524357974,2.037218435,1.38415147,2.636684708
555,-0.1970085758,-0.003290169038,-0.5204871643,1.628080908,2.70305468
556,-0.778284867,0.119418021,-0.1753314359,2.420523851,1.923738306
557,-1.288267169,-0.2786674912,1.696510007,2.092771808,0.6346957145
558,-1.166985418,0.9977564301,0.7597672731,1.017635817,3.66205546
559,-1.315858734,-0.8751643642,-0.04391359908,2.049999721,1.927444731
560,-1.70228946,0.9464241127,0.4976102629,-0.8381714308,2.486847691
561,-1.205769317,1.633465308,-0.03662991133,2.299289655,1.660849517
562,-1.194396741,-0.5373452337,-0.5673681822,0.2406326654,4.034109751
563,-0.1061701812,0.9058397028,1.418241658,3.329903111,0.3945725393
564,-1.368504004,-0.2529099502,2.641476825,1.499811773,1.661640657
565,-1.268448115,-0.09527361113,1.497586541,0.07600466822,2.271918623
566,-0.1611976577,1.803666514,1.763653336,-0.4746354318,2.738139725
567,-0.5683759209,-0.9022316953,1.81153215,1.840493404,1.775575637
568,-0.6997429577,0.5956330837,-0.01896848864,2.659071788,2.825598358
569,-1.221767645,0.4472026264,-0.5687316403,1.809007987,1.159352842
570,-1.409581073,0.9647885159,0.5903023031,0.76831244,2.320623333
571,-1.731993926,0.2674565244,0.8367367306,1.966155164,2.720310789
572,-1.497438663,-0.6709360172,-0.492544066,2.551312598,0.9876598333
573,-0.696394666,-0.8238074566,-0.9260443268,0.8607448457,2.940068278
574,-0.8618831533,-0.652522335,-0.01135845185,2.422241155,1.137630921
575,-1.000810734,1.972317214,0.996082101,1.70092206,3.037694471
576,-0.9118645358,0.4067536275,0.592863984,2.551794584,1.464405555
577,-0.7925001676,1.505377495,0.9645624425,1.004891655,2.402194405
578,-1.059194566,0.02040980451,1.491441642,0.6490218552,0.6458659706
579,-1.845612982,1.716428636,0.1962067846,1.328087719,1.197417201
580,-1.120300464,-2.278475071,0.1993068846,1.159898184,1.468390182
581,-1.6629633,0.715261537,0.5539155268,0.7888229253,0.78007672
582,-1.562034136,0.01957153976,0.6063799791,2.427833328,1.059784613
583,-1.07244256,0.03658219237,0.366649663,1.154506424,2.075162219
584,-1.30851428,-0.4423888266,-0.1996480387,2.045694849,1.288141955
585,-1.183503473,0.1061404527,0.9758003837,3.514172928,0.2800329898
586,-1.085249707,-1.251949585,-0.5295521159,2.260605412,1.50071287
587,-1.663428039,-0.3990663374,0.846702461,1.441597211,1.221307009
588,-1.496277336,0.5367890074,0.2440019379,1.36104272,2.63366944
589,-0.8242952632,-1.275736226,-0.3054051956,1.928259488,2.141371969
590,-0.7901327685,-0.8081333805,1.713415114,0.8649610275,3.298900127
591,-1.226881083,0.2956717487,1.51045785,1.025303352,0.8682987957
592,-1.287084659,-1.240262956,1.81314352,1.01458101,2.239344529
593,-1.288889866,0.5681370636,0.44422656,1.755953066,1.788328378
594,-0.8706679482,-1.743923656,1.591953213,0.7506853136,2.099340061
595,-1.551199812,-1.338797852,0.697704697,1.193650287,1.693289662
596,-1.644960998,0.9691768598,0.7090068372,1.802245362,1.964588048
597,-1.427339491,0.7876521081,1.449773799,1.052317772,2.362520397
598,-1.208613665,-0.6648028175,-0.4368635859,0.4224054979,2.635710073
599,-2.031372325,-0.6147656608,0.1282765999,0.3060009014,2.226556025
600,-1.364851386,-0.6342976499,0.06911223757,0.7270547169,2.840282101
601,-1.09884476,0.3281715851,2.210796045,0.1924599147,2.61319004
602,-1.255159237,-0.2681088559,1.329012904,0.3829510136,0.792035575
603,-1.281193571,1.180141048,0.828755474,-0.328316504,0.5641223357
604,-0.8737208206,1.136815967,0.1576826286,3.450758404,1.905036044
605,-0.7750922508,0.5436104914,-0.5470008462,1.079760864,0.8614494323
606,-0.9490716619,0.9861552676,-0.07149129142,-0.9428893553,0.9916895629
607,-1.932082033,0.5272674116,0.3195441911,0.7247696923,2.913990954
608,-1.262347395,-0.8122696434,2.702437492,1.165893273,1.86203497
609,-1.297723209,-0.06560869766,0.8280618141,1.182318974,-0.7608145989
610,-1.526608672,-0.6481049035,1.359527499,0.3494999673,2.972313237
611,-1.511628367,0.8334947586,1.394224945,0.8049859143,4.123669856
612,-0.8824239137,0.9568540908,0.5829883189,1.585008997,3.057111508
613,-1.119364627,-0.3778080535,-0.0175474284,1.799925471,2.510285584
614,-1.361980167,1.338340027,0.4734560885,2.377969686,3.216976507
615,-1.57669755,-0.2373677661,0.08010052419,1.002557982,2.047691561
616,-1.551077662,0.1778930954,1.179486073,1.277170523,2.384212939
617,-1.565090625,-0.2559351486,1.288881824,0.4074725725,2.91628187
618,-1.059135212,-0.6373143741,1.814000864,-0.0524732907,2.097140962
619,-0.6242254633,0.6758491356,1.601756133,1.156196372,1.651619176
620,-1.918242296,1.062072762,0.5687826235,2.451644821,1.709384985
621,-1.409954102,-0.3771466594,-0.05297350518,3.424843186,1.234153474
622,-0.5809911147,-0.3375712946,2.072879036,2.136858376,0.8370091263
623,-0.9372502921,-0.6813057427,1.044017441,2.68767189,1.579898722
624,-1.34291677,1.119308999,-0.2974589659,1.597730267,2.850516812
625,-2.070846705,0.5089807552,0.5886765059,1.38442689,2.042253347
626,-0.6938210205,0.05700421619,0.7561031163,1.215375337,-0.4868571709
627,-0.4738012466,-0.4619833805,0.2841735019,2.785167498,1.116395909
628,-1.12433375,0.7247728501,0.1696401737,0.05641605523,3.865169277
629,-0.9214864275,1.380345874,0.5761278183,2.171458144,2.05251456
630,-1.07680587,1.178750469,-0.8373861287,0.3800636312,2.130294521
631,-1.756128007,-0.5920110243,-0.5762853359,0.1061773153,2.46774981
632,-0.919553837,1.853260851,0.3284652947,1.659340185,0.8401669564
633,-1.651640015,-1.864500379,-0.2321195256,0.8818684227,1.432263192
634,-0.9280226596,-0.07083135645,1.080594385,1.631689358,3.027668782
635,-0.9366817613,-0.3094380016,1.457469047,3.070648771,2.810602813
636,-1.367837285,-0.6833221937,0.7584553481,2.476515085,1.895656815
637,-1.848435119,0.3568061356,1.486962867,0.4344620489,2.924150024
638,-0.7543606528,-0.6169359587,-0.3774537196,0.346872355,3.259008395
639,-0.9190434471,1.404351712,0.04451065437,1.653107293,2.438142398
640,-0.5675222345,0.08894663194,-0.5848303506,0.08511076555,2.034687394
641,-2.007327905,-0.06688383671,1.068369678,0.6905768415,0.5900707455
642,-1.700620856,1.730621837,-0.6302052289,0.9160751595,2.082017049
643,-2.090055175,0.7409966393,-0.4148927976,1.406188658,0.8949561787
644,-1.08400726,0.4705270705,0.02780734727,2.24447558,1.06270825
645,-1.511196447,0.4272067497,0.8786614134,2.155170142,1.863545826
646,-1.377130758,2.524066204,-0.2546742939,1.539113471,1.994664327
647,-1.623820772,-0.3942430972,0.01978286998,0.372140441,1.577041577
648,-1.494600952,-0.6910164634,0.9557539467,1.1824908,2.046563797
649,-2.008646356,-1.261066998,1.20674325,0.6036463423,2.577166096
650,-1.431966459,0.2230606029,1.770215945,1.349324333,2.590958605
651,-1.58313715,0.7105750918,-0.4758312323,0.06290901192,1.66707051
652,-0.9406538094,-1.539081176,0.6300902756,2.234538235,1.28439329
653,-1.953928427,1.585408063,0.6740917482,2.563019401,2.30174772
654,-1.812959709,-0.415884416,-0.923104364,1.711889666,1.327833535
655,-1.175182015,-0.4074961871,-0.1154929589,1.18725197,2.115778928
656,-0.6927620222,0.576710757,0.2848736243,1.068825832,3.237691333
657,-1.265258685,0.1542675469,0.6135356327,0.23760335,3.20511929
658,-1.571165748,0.7730279335,0.4292100137,2.079605703,1.761316285
659,-2.145931105,-0.3448737062,1.862690604,0.4951722882,0.5012795665
660,-1.911455002,0.2553426463,0.4156331342,0.7821437795,3.00091635
661,-1.157153583,-0.1496572109,-0.1039081877,0.5653544213,2.719574113
662,-1.684714889,-0.5271420779,1.447728788,1.676328405,1.136009305
663,-1.149945222,0.2883571383,0.9049965182,1.786018873,3.216960561
664,-1.112263605,-0.3088234702,-0.2402427783,1.634328792,2.616797706
665,-1.2940247,1.02349117,0.9621311995,0.7556512596,1.931691075
666,-1.673345911,-0.1067849639,1.653417004,2.539628199,1.005306896
667,-1.250998686,1.989660061,-0.04400934102,1.777055542,0.6639892654
